observation_date,DEXJPUS
2024-11-08,152.58
2024-11-11,
2024-11-12,154.73
2024-11-13,155.28
2024-11-14,155.96
2024-11-15,154.59
2024-11-18,154.78
2024-11-19,154.34
2024-11-20,155.38
2024-11-21,154.66
2024-11-22,154.73
2024-11-25,154.29
2024-11-26,153.49
2024-11-27,150.69
2024-11-28,
2024-11-29,150.41
2024-12-02,149.26
2024-12-03,149.12
2024-12-04,150.18
2024-12-05,150.19
2024-12-06,149.78
2024-12-09,151.24
2024-12-10,152.05
2024-12-11,152.34
2024-12-12,152.07
2024-12-13,153.74
2024-12-16,154.18
2024-12-17,153.41
2024-12-18,154.00
2024-12-19,157.73
2024-12-20,156.11
2024-12-23,157.04
2024-12-24,157.29
2024-12-25,
2024-12-26,158.01
2024-12-27,157.73
2024-12-30,157.26
2024-12-31,157.37
